DAVCNA_ST;MATICNA_ST;OSA_ID;NAZIV;NASLOV;KRAJ;POSTNA_ST;regija;SKD_SIFRA;DEJAVNOST;DEJAVNOST ŠTEVILKA;SKIS;VELIKOST_SUBJEKTA;ST_ZAPOSLENIH;ST_ZAPOSLENIH<10;ST_ZAPOSLENIH_MED_10_IN_30;ST_ZAPOSLENIH MED 30 IN 100;ST_ZAPOSLENIH NAD 100;AKTUALNO_LETO;SCENARIJ;DATUM_UVOZA;Prihodki 2018; Prihodki 2017 ;Dobi?ek 2018;Dobi?ek 2017;Osnovna sredstva 2018;Osnovna sredstva 2017;Prejemki iz javnih sredstev 2018;Prejemki iz javnih sredstev 2017;Razlika v prihodkih 2018 ;Razlika v prihodkih 2017;Prihodki 2016;KOMENATR;Prihodki 2015;KOMENTAR1;Dobi?ek 2016;KOMENTAR2;Dobi?ek 2015;KOMENTAR3;Osnovna sredstva 2016;Osnovna sredstva 2015
17119324;5063094;22033510;ZD Trbovlje;Rudarska cesta 12;Trbovlje;1420;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;132;NE;NE;NE;DA;2018;1;30.05.2019;6.022.578;5.287.192;199.882;150.040;3464624;3103187;4932309,85;4575137,51;1.090.268,15;712.054,49;5256529;5256529;4958652;4958652;346519;346519;239015;128163;4516210;4440416
61703150;5342040;22033440;REŠILEC d.o.o.;Šober 2 A;Bresternica;2354;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;17;NE;DA;NE;NE;2018;1;30.05.2019;1.174.973;1.197.514;82.690;67.955;1200754,06;1170533,21;87.785,19;61703150;1.087.187,61;-60.505.636,18;1162338;1162338;1071137;1071137;62671;62671;102465;53137;1323468,3;1362470
99431734;5996554;22033741;CARDIAL d.o.o.;Zaloška cesta 69;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;10;NE;DA;NE;NE;2018;1;30.05.2019;1.228.503;1.214.346;-24.850;210;370094,52;463134,82;150.925,93;150.925,93;1.077.576,76;1.063.420,08;1161668;1161668;1072458;1072458;46603;46603;14568;-19306;3636,81;5366
58621334;5158869;22033465;ZDRAVSTVENI DOM IDRIJA;Ulica Otona Župan?i?a 3;Idrija;5280;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;107;NE;NE;NE;DA;2018;1;30.05.2019;5.344.273;4.906.124;-118.716;1.420;3570323;3714726;4272598,54;3896478,62;1.071.674,46;1.009.645,38;4885955;4885955;4837928;4837928;238956;238956;396739;4426;26274,42;31179,37
73393789;5053668;22033485;PSIHIATRI?NA BOLNIŠNICA IDRIJA;Pot Sv. Antona 49;Idrija;5280;5;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;207;NE;NE;NE;DA;2018;1;30.05.2019;8.533.475;8.177.446;-230.746;-186.011;9822958;9929305;7467472,49;7455403,71;1.066.002,51;722.042,29;8262827;8262827;7938665;7938665;213934;213934;318594;156308;405807,38;450154
99797275;5054583;22033493;ZD Trebnje;Goliev trg 3;Trebnje;8210;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;102;NE;NE;NE;DA;2018;1;30.05.2019;5.705.880;5.012.454;493.942;246.675;5066571;4562148;4640614,02;4030126,56;1.065.265,98;982.327,44;4772631;4772631;4575702;4575702;450146;450146;290797;193336;15280525;15477745
77498844;5091870;22033478;ZDRAVSTVENI DOM LENART;Maistrova ulica 22;Lenart v Slovenskih goricah;2230;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;78;NE;NE;DA;NE;2018;1;30.05.2019;4.185.463;3.493.945;115.822;-24.347;1481436;1270893;3153969,84;2805482,02;1.031.493,16;688.462,98;3465243;3465243;3427153;3427153;111717;111717;159245;-14028;76879,76;1267
47151889;5591716;22033714;BARSOS-MC d.o.o.;Gregor?i?eva ulica 11;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;16;NE;DA;NE;NE;2018;1;30.05.2019;1.848.385;1.647.071;30.816;-84.410;2949495,12;3030946,26;817.961,68;619.233,20;1.030.423,35;1.027.838,24;1441378;1441378;806928;806928;-186657;-186657;228980;38975;113945,21;59435
99071703;5169992;22033461;ZDRAVSTVENI DOM RIBNICA;Majnikova ulica 1;Ribnica;1310;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;84;NE;NE;DA;NE;2018;1;30.05.2019;3.901.033;3.572.671;-97.213;-104.841;2655461;2836858;2881804,78;2873620,26;1.019.228,22;699.050,74;3549796;3549796;3303108;3303108;141693;141693;57521;45736;56715,36;27625
72048131;5630525;22033553;ZD Slov. Konjice;Mestni trg 17;Slovenske Konjice;3210;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;73;NE;NE;DA;NE;2018;1;30.05.2019;3.694.757;3.433.696;159.660;32.705;1773265;1519242;2683122,79;2366133,95;1.011.634,21;1.067.562,05;3352036;3352036;3166365;3166365;127787;127787;85721;52002;1996826;1983378
79980490;2196883;68968082;KLANMEDIC d.o.o.;Cesta Prekomorskih brigad 3 B;Šempeter pri Gorici;5290;5;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;463.843;451.032;524.985;481.194;640318,33;608129,82;299.620,44;360.098,64;164.222,25;90.933,07;418901;418901;378903;378903;404629;404629;341172;325783;13216885;13231735
82316317;5341124;22033441;STUDIO, d.o.o., Ljubljana;Cesta na Rožnik 17;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;744.980;619.549;498.415;448.295;827958,36;806377,35;454.158,49;399.080,09;290.821,34;220.468,71;583558;583558;554684;554684;455057;455057;419528;692667;9672003;9591500
53361440;2113678;;DIAGNOSTI?NI CENTER SA-ŠA d.o.o.;Ob Savinji 103;Polzela;3313;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;6;30.05.2019;345.033;344.303;489.586;394.222;608597,36;446423,61;72.880,75;71.820,67;272.152,32;272.482,79;276710;276710;216881;216881;266339;266339;191328;1285541;14610513;13838967
51727781;5107156;22033475;ZD Tolmin;Prešernova ulica 6 A;Tolmin;5220;5;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;143;NE;NE;NE;DA;2018;1;30.05.2019;6.265.142;5.687.103;-217.246;-195.095;3929087;4205537;5280427,7;4964280,99;984.714,30;722.822,01;5549797;5549797;5387648;5387648;65942;65942;181826;71819;180676,86;185407
83479007;5158842;22033466;ZD Cerknica;Cesta 4. maja 17;Cerknica;1380;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;79;NE;NE;DA;NE;2018;1;30.05.2019;4.050.056;3.614.053;43.749;-146.581;4008138;4166445;3071952,23;2829377,43;978.103,77;784.675,57;914354;914354;921319;921319;74593;74593;58625;36454;208215,89;141443,88
91956307;1615009;22033409;RAN d.o.o.;Rete?e 205;Škofja Loka;4220;4;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;1.047.986;904.611;320.021;251.380;1084815,44;1027245,37;90.566,49;84.860,67;957.419,49;819.750,46;692857;692857;552082;552082;199500;199500;148685;92406;5751717;6062498
30959829;5817269;22033590;ZD LJUTOMER;Cesta I. slovenskega tabora 2;Ljutomer;9240;9;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;93;NE;NE;DA;NE;2018;1;30.05.2019;4.442.681;4.109.921;114.172;175.244;3368554;3389456;3491265,53;3233789,36;951.415,47;876.131,64;4098046;4098046;3987275;3987275;396699;396699;292930;48790;480503,96;427177
68246846;2286092;68929593;ARBOR MEA d.o.o.;Savska cesta 10;Ljubljana;1000;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Majhne enote;3;DA;NE;NE;NE;2018;2;30.05.2019;1.830.386;816.210;141.831;58.215;1094481,61;687590,35;887.175,54;722.131,10;943.210,61;94.078,67;784854;784854;564987;564987;48402;48402;40702;18657;675490;690750
97979287;5114357;22033471;ZDRAVSTVENI DOM SLOVENSKA BISTRICA;Partizanska ulica 30;Slovenska Bistrica;2310;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;120;NE;NE;NE;DA;2018;1;30.05.2019;5.241.560;4.714.539;-104.378;4.200;3004464;2867182;4306428,82;3764519,05;935.131,18;950.019,95;4341266;4341266;4148486;4148486;-63511;-63511;7624;47363;239803,5;194805,21
64169421;3318770;68642003;VAŠI ZOBJE D.O.O.;Trg 4. julija 9;Dravograd;2370;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;609.144;474.875;461.806;346.296;707285,09;504606,88;106.842,48;88.564,04;502.301,82;386.311,44;476428;476428;420829;420829;224952;224952;192305;242692;7011537;6340830
60994614;5054923;22033516;ZRCK;Ob Suhi 11 A;Ravne na Koroškem;2390;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;84;NE;NE;DA;NE;2018;1;30.05.2019;3.040.404;2.956.776;-24.974;-9.331;1407059;1192437;2115325,72;2040236,34;925.078,28;916.539,66;2791586;2791586;2487639;2487639;16355;16355;34501;9098;34748,9;30341,61
70284253;5478448;46448939;Dom na Krasu;Dutovlje 128;Dutovlje;6221;6;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;120;NE;NE;NE;DA;2018;2;30.05.2019;3.743.245;3.595.147;1.189;37.276;2839293;2799252;2825235,33;2705570,2;918.009,67;889.576,80;3467294;3467294;3326522;3326522;122774;122774;43294;152951;299781,51;230382,44
64964710;1532723;68957122;KIRURGIJA BITENC d.o.o.;Vilharjev podhod 1;Ljubljana;1000;1;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.11002;Majhne enote;10;NE;DA;NE;NE;2018;2;30.05.2019;4.387.816;3.769.906;-53.897;-160.175;1404098,01;1278140,56;3.473.266,05;3.487.004,43;914.549,52;282.901,16;3504394;3504394;2912270;2912270;227472;227472;200035;87392;348624,42;392521,58
55050077;5779081;22033580;ZDRAVSTVENI DOM ILIRSKA BISTRICA;Gregor?i?eva cesta 8;Ilirska Bistrica;6250;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;79;NE;NE;DA;NE;2018;1;30.05.2019;3.749.802;3.380.186;69.277;-158.146;1869845;1643803;2842209,18;2739926,87;907.592,82;640.259,13;3278585;3278585;3007648;3007648;115087;115087;29085;408384;448059,66;511435
69739153;1191195;68695839;3 GO, d.o.o.;Litijska cesta 45;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;10;DA;NE;NE;NE;2018;1;30.05.2019;892.556;838.666;10.404;9.713;1061480,74;791119,58;15.104,79;26.784,94;877.451,17;811.881,25;841675;841675;829740;829740;11461;11461;19875;248286;418066;433397
88801292;5054915;22033517;ZDRAVSTVENI DOM SLOVENJ GRADEC;Partizanska pot 16;Slovenj Gradec;2380;2;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;92;NE;NE;DA;NE;2018;1;30.05.2019;4.138.473;3.387.645;168.715;-46.448;1963599;1734426;3263780,34;2677547,4;874.692,66;710.097,60;3073946;3073946;2879599;2879599;-20400;-20400;-842;19702;4619314;4611976
16051998;2285444;68283353;OFTALMA, d.o.o.;Ulica bratov U?akar 58;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;605.577;554.411;459.529;367.629;499248,44;420352,7;136.463,24;147.930,83;469.113,67;406.479,72;429559;429559;422156;422156;250066;250066;192058;197040;5146993;4981170
74810448;5827256;22033674;DAVA d.o.o.;Gasilska ulica 3;Selnica ob Dravi;2352;2;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;10;DA;NE;NE;NE;2018;1;30.05.2019;946.978;976.745;11.384;16.141;1289876,41;1480434,96;78.324,02;88.926,08;868.653,99;887.818,90;1061023;1061023;1064169;1064169;73886;73886;40820;301030;481579,58;336249
80487866;5158877;22033464;ZD Logatec;Notranjska cesta 2;Logatec;1370;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;95;NE;NE;DA;NE;2018;1;30.05.2019;4.354.197;3.813.595;80.812;45.686;3836450;3625138;3493582,41;3003504,27;860.614,59;810.090,73;3678982;3678982;3253671;3253671;179745;179745;255133;2204;228066,08;241935,27
72903295;5504481;45027538;DOM DVA TOPOLA, d.o.o.;Levstikova ulica 1;Izola - Isola;6310;6;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;9;DA;NE;NE;NE;2018;1;30.05.2019;891.839;869.727;3.987;11.926;4588847,43;4598065,5;35.149,02;27.252,99;856.689,56;842.474,11;882120;882120;901815;901815;3180;3180;50184;-671;51752;17785
28417534;2144816;68105803;OFTALMO d.o.o.;Cesta 4. julija 34;Krško;8270;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;14;NE;DA;NE;NE;2018;1;30.05.2019;2.172.217;1.867.248;455.293;304.946;2411115,95;2005214,85;593.850,43;586.408,33;1.578.366,68;1.280.839,68;1651949;1651949;1440857;1440857;294573;294573;276916;486280;7430632;7001895
70464391;2155184;68109752;DENTAL ART d.o.o.;Razlagova ulica 10;Celje;3000;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;429.831;390.735;442.663;387.479;586178,2;558505,34;209.497,02;203.191,02;220.334,27;187.543,76;407370;407370;366378;366378;355308;355308;314362;607945;7721601;7268433
72234911;5779138;22033579;ZDRAVSTVENI DOM POSTOJNA;Pre?na ulica 2;Postojna;6230;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;93;NE;NE;DA;NE;2018;1;30.05.2019;4.849.700;4.351.453;13.165;-7.455;3584468;2682961;4033600,55;3542260,34;816.099,45;809.192,66;4209322;4209322;3941010;3941010;6105;6105;3444;115009;107753,67;139652
29365678;2120046;68186038;ARTROS d.o.o.;Tehnološki park 21;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;15;NE;DA;NE;NE;2018;1;30.05.2019;2.895.603;2.398.114;425.968;294.767;3039358,39;2683973,05;549.811,24;456.793,98;2.345.791,63;1.941.319,87;2365707;2365707;1644717;1644717;487208;487208;297918;178462;3815487;3863483
16823192;5056845;22033497;ZD Litija;Partizanska pot 8 A;Litija;1270;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;84;NE;NE;DA;NE;2018;1;30.05.2019;4.154.719;3.751.822;159.408;34.193;3505674;3382296;3379408,25;3158470,5;775.310,75;593.351,50;3709094;3709094;3550779;3550779;207961;207961;286267;58625;4256432;4217188
89472861;5063108;22033509;ZD Zagorje;Cesta zmage 1;Zagorje ob Savi;1410;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;80;NE;NE;DA;NE;2018;1;30.05.2019;3.350.979;3.093.831;-74.176;-125.921;1809104;1886869;2582824,37;2481810,18;768.154,63;612.020,82;3162788;3162788;2959355;2959355;71032;71032;52002;17072;124517,71;120318
98922904;5054788;22033488;PSIHIATRI?NA BOLNIŠNICA ORMOŽ;Ptujska cesta 33;Ormož;2270;2;Q86.100;Bolnišni?na zdravstvena dejavnost;2;S.13113;Velikost RS se ne izra?unava;156;NE;NE;NE;DA;2018;1;30.05.2019;6.196.020;6.016.211;561;6.696;5010505;5092327;5431338,91;5169260,22;764.681,09;846.950,78;5882002;5882002;5445297;5445297;38544;38544;4991;16660;50865,82;43042,82
12873721;1973100;68952488;ZOBOZDRAVSTVO BUŽINEL d.o.o.;Ulica Matevža Veluš?ka 2;Solkan;5250;5;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;451.777;438.889;423.242;339.763;530855,04;437728,44;993,98;13.718,45;450.782,91;425.170,33;397854;397854;321830;321830;348340;348340;259566;109296;20259517;20032457
92144209;5880092;68248538;Remeda d.o.o.;Depala vas 14 A;Domžale;1230;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;6;DA;NE;NE;NE;2018;1;30.05.2019;738.850;600.501;407.758;315.861;785644,36;527914,67;234.908,03;257.528,87;503.941,54;342.972,13;602084;602084;503726;503726;315841;315841;252811;42484;11013171;11008420
81800959;3294439;68886050;ORTODENT, d.o.o.;Ljubljanska cesta 1;Slovenska Bistrica;2310;2;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;519.992;371.263;376.156;361.004;437626,71;438457,32;187.547,23;178.718,16;332.444,56;192.544,79;347813;347813;361150;361150;332291;332291;321482;391589;5559156;5872419
59761750;2192993;68144071;VDC Nova Gorica;Klanec 14 A;Solkan;5250;5;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;147;NE;NE;NE;DA;2018;2;30.05.2019;4.495.488;4.116.624;97.698;-57.901;5535259;5082226;3764747,29;3145680,39;730.740,71;970.943,61;3802007;3802007;3141700;3141700;16109;16109;103648;36859;388019,14;333404
24758477;1459538;22033799;Implantološki center d.o.o.;Mlaška cesta 109;Kranj;4000;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Majhne enote;8;DA;NE;NE;NE;2018;1;30.05.2019;1.809.993;1.500.757;370.871;248.347;2517658,11;1820856,53;258.249,30;233.735,86;1.551.743,52;1.267.021,55;1366545;1366545;1195301;1195301;201541;201541;169723;287490;4720504;4224824
31603718;2211858;68173298;POLJE HARMONIJE d.o.o.;Štefan pri Trebnjem 40;Trebnje;8210;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.11002;Mikro enote;5;DA;NE;NE;NE;2018;1;30.05.2019;803.245;639.968;478.114;291.740;737124,58;550761,46;107.901,38;105.010,18;695.343,76;534.957,60;458593;458593;424656;424656;176166;176166;89083;140188;5135874;5016583
15054853;5400341;68927936;Dom DANICA, d.o.o.;Gažon 39;Šmarje;6274;6;Q87.300;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb;5;S.11002;Majhne enote;12;NE;DA;NE;NE;2018;2;30.05.2019;678.675;697.674;72.838;111.572;797792,36;771564,03;4.937,11;13.212,23;673.738,22;684.461,32;593900;593900;525652;525652;35798;35798;-38032;252811;598937,89;533014
32252838;3761851;68885454;ARTIDENT d.o.o.;Dunajska cesta 129;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;613.359;474.162;364.105;279.480;461886,46;362865,06;0;531,4;613.359,49;473.630,38;356916;356916;181987;181987;176719;176719;41738;4991;5297041;5147485
52159698;3668088;68847535;FERDENT, d.o.o.;Cesta Leona Dobrotinška 6 A;Šentjur;3230;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;263.389;255.608;358.827;329.341;381385,21;357886;233.223,17;237.232,82;30.165,41;18.374,97;265778;265778;253031;253031;303962;303962;264303;374404;7040353;7331258
68012659;2274744;68593993;SISTEMIS d.o.o.;Vurnikova ulica 9;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;234.540;234.512;357.491;333.642;439583,29;404639,96;160.773,19;166.121,35;73.766,34;68.390,64;206599;206599;268984;268984;307077;307077;290232;893;5691047;5584862
54032679;6448941;68986171;ZoboEstetika d.o.o.;Gub?eva cesta 41 A;Trebnje;8210;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;2;30.05.2019;570.746;415.174;350.425;268.509;499996,69;367712,19;221.508,46;174.041,05;349.237,38;241.132,84;337180;337180;237347;237347;211599;211599;152260;235596;6179475;6130442
92281753;5683114;22033563;ZD Laško;Kidri?eva ulica 5 B;Laško;3270;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;64;NE;NE;DA;NE;2018;1;30.05.2019;3.281.725;3.014.975;287.327;156.009;1896395;1582619;2638345,95;2388099,23;643.379,05;626.875,77;2877719;2877719;2655241;2655241;103217;103217;220805;256715;4361485;4145233
21020442;5054605;22033491;ZD ?rnomelj;Delavska pot 4;?rnomelj;8340;8;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;100;NE;NE;NE;NE;2018;1;30.05.2019;4.703.184;3.998.719;22.641;31.943;2544987;2402403;4061495,7;3197334,69;641.688,30;801.384,31;3685591;3685591;3499784;3499784;90975;90975;182265;144765;466278,5;462832,61
16739116;5636540;22033551;Zdravstveni dom dr. Jožeta Potrate;Prešernova ulica 6;Žalec;3310;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;99;NE;NE;DA;NE;2018;1;30.05.2019;4.703.397;4.352.192;155.926;37.441;2074973;1724618;4064950,64;3592035,63;638.446,36;760.156,37;4319564;4319564;3953007;3953007;84639;84639;78550;-61941;816992;810902
63137062;3917088;68895764;ORTHAS, d.o.o.;Ulica generala Maistra 23;Murska Sobota;9000;9;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;287.885;214.379;323.764;298.207;438049,84;340196,94;228.848,09;204.618,72;59.037,01;9.760,67;237274;237274;204560;204560;273067;273067;242908;204724;4641452;4313688
23017236;5496365;45026431;PRIZMA Ponikve;Ponikve 76;Videm - Dobrepolje;1312;1;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;72;NE;NE;DA;NE;2018;1;30.05.2019;2.723.215;2.667.953;9.802;163.014;6035684;6027878;2090429,58;2043429,56;632.785,42;624.523,44;2636604;2636604;2462923;2462923;303147;303147;304128;900840;1019366,15;963468
90620151;3705919;68875190;REŠILNA, d.o.o.;Tišina 30;Tišina;9251;9;Q86.909;Druge zdravstvene dejavnosti;6;S.11002;Majhne enote;11;NE;DA;NE;NE;2018;1;30.05.2019;661.969;673.599;15.713;-10.257;423676,66;460844,15;30.908,21;34.446,03;631.061,00;639.153,45;736599;736599;694782;694782;36843;36843;48790;7452;26395,37;30699
43345654;5206642;22033456;ZGORNJESAVINJSKI ZD NAZARJE;Zadre?ka cesta 14;Nazarje;3331;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;77;NE;NE;DA;NE;2018;1;30.05.2019;3.440.948;2.960.657;-94.799;-146.896;1041459;981526;2814301,1;2502293,42;626.646,90;458.363,58;2851704;2851704;2605108;2605108;-10565;-10565;-61941;11807;29908,31;33750
13792717;5083664;45020004;CENTER ZA VARSTVO IN DELO GOLOVEC;Na Golovcu 2;Celje;3000;3;Q87.200;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb;4;S.13113;Velikost RS se ne izra?unava;103;NE;NE;NE;DA;2018;1;30.05.2019;3.707.187;3.377.128;146.916;31.107;1696518;1535272;3081391,7;2811986,03;625.795,30;565.141,97;3274358;3274358;3150882;3150882;34036;34036;50078;31231;1592123;1627007
14015749;1324179;22033349;A.S. LINEA, d.o.o.;Pot na Lisice 4;Bled;4260;4;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;4;DA;NE;NE;NE;2018;1;30.05.2019;179.490;184.617;321.471;311.758;390210,51;379331,09;71.393,37;61.605,04;108.097,10;123.012,38;167370;167370;152168;152168;299728;299728;289146;179772;4266213;4224066
45417539;5630509;22033555;ZD ŠENTJUR;Cesta Leona Dobrotinška 3 B;Šentjur;3230;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;64;NE;NE;DA;NE;2018;1;30.05.2019;3.455.403;2.941.363;209.993;108.206;3025152;2803493;2839239,85;2492203,3;616.163,15;449.159,70;2824011;2824011;2736557;2736557;225667;225667;240089;264418;3721801;3497816
63812070;1518224;68105343;MORELA OKULISTI, d.o.o.;Tehnološki park 21;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;7;S.11002;Majhne enote;15;NE;DA;NE;NE;2018;1;30.05.2019;3.026.022;3.146.459;320.081;436.306;5013829,88;3863222,42;520.747,74;457.135,80;2.505.274,69;2.689.323,44;2992855;2992855;2087182;2087182;656773;656773;455019;371494;8817964;9077621
71112707;2306417;68236301;STU-DENT d.o.o.;Tehnološki park 20;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;215.802;206.625;319.644;310.922;348127,8;350931,56;71.040,81;65.324,15;144.761,50;141.300,96;246711;246711;205326;205326;289633;289633;245048;62386;4084167;4153213
63896982;2171619;68171011;LUKANA, d.o.o.;Veselova ulica 13;Celje;3000;3;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Mikro enote;3;DA;NE;NE;NE;2018;1;30.05.2019;378.116;311.874;310.594;303.062;330916,79;326802,18;312.758,35;302.365,70;65.357,32;9.507,93;316790;316790;308734;308734;232590;232590;251372;181826;4558691;4668626
92521045;1192574;22033739;ZD IVAN?NA GORICA;Cesta 2. grupe odredov 16;Ivan?na Gorica;1295;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;8;S.13133;Velikost RS se ne izra?unava;69;NE;NE;DA;NE;2018;1;30.05.2019;3.407.330;3.005.675;40.920;-15.384;2891445;1699824;2797308,6;2481340,89;610.021,40;524.334,11;2837508;2837508;2583052;2583052;143992;143992;84007;36930;78606,78;96561
74607278;6118780;68938464;DCT d.o.o.;Cesta krških žrtev 112;Krško;8270;8;Q86.230;Zobozdravstvena dejavnost;9;S.11002;Majhne enote;7;DA;NE;NE;NE;2018;2;30.05.2019;1.173.909;986.800;309.937;209.479;966392,21;642234,77;76.103,07;50.378,46;1.097.805,57;936.421,87;804016;804016;690663;690663;116988;116988;69580;152967;3198146;3180922
